SampleID,Network,AgeCat,LPM,n_active,n_free,tau1,f1,tau2,mean_age_mixture,mean_age_sigma_delta,mean_age_p16,mean_age_p50,mean_age_p84,mean_age_sigma_mc,mean_age_fixed_contributors,mean_age_sigma_alt,mean_age_sigma,mean_age_sigma_source,F_lt10yr,F_lt10yr_delta_sigma,F_lt10yr_p16,F_lt10yr_p50,F_lt10yr_p84,F_lt10yr_width,F_lt10yr_source,F_lt10yr_n,F_lt25yr,F_lt25yr_delta_sigma,F_lt25yr_p16,F_lt25yr_p50,F_lt25yr_p84,F_lt25yr_width,F_lt25yr_source,F_lt25yr_n,F_lt40yr,F_lt40yr_delta_sigma,F_lt40yr_p16,F_lt40yr_p50,F_lt40yr_p84,F_lt40yr_width,F_lt40yr_source,F_lt40yr_n,mc_draws_used,Aq_class,Well_class,LPM_MeanAgeFinal_yrs
SCTXSUS1-25/EDTRVFPS1-06,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,25.2213,,,25.2213,1.6705226415484633,23.91423225402832,25.2991304397583,26.786970748901368,1.4108594429353103,,,1.6705226415484633,delta,0.0001418950200135718,0.0006137748127064482,8.929625871081985e-08,8.40811921611063e-05,0.0014803091693626944,0.0014802198731039835,mc,500,0.5373920603570048,0.11522902107109984,0.39854670609207465,0.5315049102008935,0.6207123901246929,0.22216568403261827,mc,500,0.9743766757757134,0.012279274393935412,0.9663759608877329,0.9757642100326078,0.9881960889402657,0.02182012805253275,mc,500,True,unconfined,Stock,18
SCTXSUS1-14/EDTRVFPS1-07,SCTXSUS1/EDTRVFPS1,Mixed,BMM-DM-DM,4,2,8.0,0.4273,285.1258,166.70994566000002,764.2997427406797,159.85947893188558,174.39966032128905,292.5192671824192,59.60564333696037,tau1,,764.2997427406797,delta,0.4063953620982788,0.07914620535096786,0.37037962501060173,0.40221924419530086,0.43752123591071235,0.06714161090011062,mc,500,0.42729999999999996,0.08321742003121102,0.3894316434860229,0.422909066081047,0.4600269627571105,0.07059531927108764,mc,500,0.42729999999999996,0.08321742003121102,0.3894316434860229,0.422909066081047,0.4600269627571105,0.07059531927108764,mc,500,True,unconfined,Domestic,269
SCTXSUS1-12/EDTRVFPS1-10,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,15.6702,,,15.6702,0.5462158359925177,14.5161572265625,15.944774150848389,17.571290893554686,1.5572989847035974,,,0.5462158359925177,delta,0.25509959418343664,0.043519943245334515,0.11178127885878544,0.2314060295033504,0.34812732572542976,0.23634604686664432,mc,500,0.8819332138224949,0.0073473070816395935,0.8540771900997424,0.8802423210634027,0.9004211645634215,0.046343974463679105,mc,500,0.9850816101834508,0.001642482122609462,0.9808468975802951,0.9857169632797168,0.9906731968240047,0.00982629924370959,mc,500,True,unconfined,Domestic,11
SCTXSUS1-10/EDTRVFPS1-15,SCTXSUS1/EDTRVFPS1,Mixed,BMM-DM-DM,4,2,14.0,0.2759,80.2475,61.96981475,2.4021598577900685,60.69824788364918,62.24841939375585,64.2729449873142,1.8227222370846294,tau1,,2.4021598577900685,delta,0.0027591971110393775,0.0003324598088439769,0.0024470822391586488,0.0027395508246340103,0.00298561160198144,0.0005385293628227912,mc,500,0.275896914969968,0.03324323414393771,0.24468800643508556,0.27393244864453925,0.2985364934565807,0.05384848702149511,mc,500,0.2759002492892801,0.03324360696970504,0.24469098138154186,0.27393577586831047,0.2985399935544091,0.05384901217286722,mc,500,True,confined,PSW,48.3
SCTXSUS1-09/EDTRVFPS1-14,SCTXSUS1/EDTRVFPS1,Mixed,BMM-DM-DM,4,2,10.0,0.5135,285.219,143.8940435,571.838952336252,137.97811094639212,157.9562537640345,255.18020235689698,60.34223767086802,tau1,,571.838952336252,delta,0.27116484106939726,0.027328254412280827,0.24801087755519674,0.26834260616322436,0.2890232624111159,0.04101238485591918,mc,500,0.5134999999972101,0.051751025631817,0.46965375423176225,0.5081555843325662,0.5473181724518603,0.07766441822009806,mc,500,0.5135,0.05175102563209817,0.469653754234314,0.5081555843353271,0.5473181724548339,0.07766441822051995,mc,500,True,confined,PSW,193
SCTXSUS1-08/EDTRVFPS1-13,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,17.1661,,,17.1661,,16.58207565307617,17.164502143859863,17.509903564453126,0.5080611253540558,,,,delta,1.2650370670091434e-34,,3.4567917555169644e-36,2.404330405312061e-32,2.978269025440546e-28,2.9782689908726283e-28,mc,500,1.0,,0.9999999999999984,0.9999999999999999,1.0,1.5543122344752192e-15,mc,500,1.0,6.3340079719989734e-18,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,PSW,13
SCTXSUS1-07/EDTRVFPS1-16,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,18.0757,,,18.0757,2.4128894698460117,16.88255500793457,18.004125595092773,18.83601661682129,1.0378028679182096,,,2.4128894698460117,delta,2.3453038105054367e-41,2.479108494843083e-38,1.224901522433604e-42,2.422012086005431e-36,1.5295858405051323e-23,1.5295858405051323e-23,mc,500,0.9999999999998752,3.5757330288180094e-11,0.9999999871034642,0.9999999999959418,0.9999999999999997,1.2896535506179418e-08,mc,500,1.0,3.2682677812665963e-17,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,confined,Commercial,14
SCTXSUS1-04/EDTRVFPS1-20,SCTXSUS1/EDTRVFPS1,Mixed,BMM-DM-DM,3,2,32.0,0.2262,13049.916,10105.2634008,5076.349568414655,8342.009386045123,10042.276351320877,12441.28900697902,2150.1208049630973,tau1,,5076.349568414655,delta,5.433454458183288e-19,9.735240753215585e-20,4.956158228838956e-19,5.387721334709314e-19,5.812346510534321e-19,8.561882816953649e-20,mc,500,0.010614933383298305,0.001901901136028042,0.009682475456654786,0.0105255880022295,0.011355146433047898,0.0016726709763931116,mc,500,0.2148288665001531,0.03849136405237633,0.1959574452479864,0.21302066231752154,0.22980956630336902,0.03385212105538263,mc,500,True,confined,PSW,9350
SCTXSUS1-26/EDTRVFPS1-21,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,15.2349,,,15.2349,0.7772238771944169,11.58986068725586,15.324790954589844,16.358622360229493,1.878514836579388,,,0.7772238771944169,delta,1.4252181002826377e-21,,3.554477169592972e-27,1.2526712360545004e-20,0.0023266261735717863,0.0023266261735717863,mc,500,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,confined,PSW,11
SCTXSUS1-06/EDTRVFPS1-22,SCTXSUS1/EDTRVFPS1,Modern,DM,3,2,16.0381,,,16.0381,0.6437089145409444,14.792722663879395,16.51475238800049,18.34922348022461,1.9802289762578162,,,0.6437089145409444,delta,0.018274748099573416,0.05150683428476541,2.0188333151059262e-26,0.0203028669562675,0.15743584378312833,0.15743584378312833,mc,500,0.9850754572107105,0.0456984173923383,0.8353140358728769,0.9949094252661673,0.9999999999999999,0.164685964127123,mc,500,0.9999959931967968,4.648340119834821e-05,0.9786424658400718,0.9999997575762014,1.0,0.02135753415992825,mc,500,True,unconfined,PSW,14
SCTXSUS1-11/EDTRVFPS1-24,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,23.555,,,23.555,1.830138530627933,22.532177810668944,23.7747163772583,25.12986473083496,1.3272032007404804,,,1.830138530627933,delta,0.0047671652190789705,0.010968737188409919,0.00022954856778680487,0.0033804934707296216,0.014116003560389433,0.013886454992602628,mc,500,0.6352674983888611,0.08908030157782319,0.5473806317463273,0.6247726266220481,0.6848078338438058,0.1374272020974785,mc,500,0.9660532343974977,0.01018016872843582,0.9593701974020115,0.9669472324036228,0.9766458678902985,0.017275670488287043,mc,500,True,unconfined,PSW,20
SCTXSUS1-03,SCTXSUS1,Modern,DM,2,2,26.7913,,,26.7913,,25.323751220703127,26.835979461669922,27.875720977783203,2.358264909043575,,,,delta,1.0487667071634878e-116,,1.2575525130611876e-117,2.2701148149752718e-108,1.3806621092880193e-80,1.3806621092880193e-80,mc,500,0.0644832464001161,,0.010267156111928334,0.07180318450484319,0.4112149391868572,0.40094778307492884,mc,500,0.9999999999999998,1.9726095018437272e-17,0.9999999999999974,1.0,1.0,2.55351295663786e-15,mc,500,True,unconfined,PSW,20
SCTXSUS1-05/EDTRVFPS1-23,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,17.7264,,,17.7264,0.798805113707192,17.11739143371582,17.752304077148438,18.268955917358397,0.6705157090612365,,,0.798805113707192,delta,9.850933740602963e-39,,6.91538400309186e-40,2.7054790518960298e-36,5.82528427380187e-31,5.825284266886486e-31,mc,500,0.9999999999999957,,0.9999999999905197,0.9999999999999498,0.9999999999999999,9.480194407274212e-12,mc,500,0.9999999999999998,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,Domestic,16
EDTRVFPS1-11,EDTRVFPS1,Mixed,BMM-DM-DM,3,2,14.0,0.4163,775.1237,458.26790368999997,1922.1020100011137,285.5829247713518,424.73679525995794,1558.8328382705674,645.0845134160501,tau1,,1922.1020100011137,delta,0.004163297416910811,0.0009037822524810871,0.003788493920286835,0.004136050621969291,0.0044671659244664335,0.0006786720041795985,mc,500,0.4162953450597959,0.09037075831462121,0.37881809197599614,0.4135708906751821,0.44667968529257596,0.06786159331657982,mc,500,0.4162999999999992,0.0903717688243016,0.3788223278522484,0.4135755151510231,0.4466846799850456,0.06786235213279718,mc,500,True,confined,PSW,1120
EDTRVFPS1-12,EDTRVFPS1,Mixed,BMM-DM-DM,4,2,10.0,0.3511,1286.7372,838.47476908,4673.73430292023,336.5197418363542,840.4296579609072,1971.8510285587045,830.0178182614043,tau1,,4673.73430292023,delta,0.18540598967763464,0.07564072703484709,0.16964228512187549,0.18243394316481837,0.19628793115003787,0.026645646028162384,mc,500,0.35109999999809244,0.14323948923098964,0.32124855518166523,0.3454718887787169,0.37170693754947887,0.05045838236781364,mc,500,0.3511,0.14323948923176788,0.32124855518341067,0.34547188878059387,0.37170693755149836,0.050458382368087695,mc,500,True,confined,PSW,563
EDTRVFPS1-18,EDTRVFPS1,Mixed,BMM-DM-DM,4,2,12.0,0.4443,399.1049,227.11419293000003,4080.5839126484116,161.89239540967256,234.99179774691265,1069.5639506059713,379.0542720234408,tau1,,4080.5839126484116,delta,0.04909154103407404,0.018832368557954414,0.04471190456831961,0.048275697952008444,0.051682546023245735,0.006970641454926124,mc,500,0.4442999844777224,0.17044119784649403,0.40466235296800573,0.4369162466470764,0.46774971639124413,0.0630873634232384,mc,500,0.4443,0.17044120380110955,0.40466236710548403,0.4369162619113922,0.4677497327327728,0.06308736562728878,mc,500,True,confined,PSW,364
EDTRVFPS1-17,EDTRVFPS1,Modern,DM,4,2,19.9248,,,19.9248,3.1254311465495213,18.703974838256837,20.062724113464355,21.326621170043946,1.284817737439129,,,3.1254311465495213,delta,0.03062550917654528,0.08755746644666067,0.0004207158106825306,0.021598313897722616,0.06694129914280593,0.06652058333212339,mc,500,0.7971351957232612,0.090454862620713,0.7568462613294235,0.799781146650022,0.8428466138336261,0.08600035250420268,mc,500,0.9871466337272794,0.013885052450618874,0.9818895550389146,0.9877495746221796,0.9981707004641378,0.016281145425223187,mc,500,True,confined,PSW,20
EDTRVFPS1-19,EDTRVFPS1,Modern,DM,4,2,24.31,,,24.31,0.8730073338152992,22.925031661987305,24.2235689163208,26.066604232788087,1.3925942542077134,,,0.8730073338152992,delta,3.670951068369246e-08,6.989775787290209e-07,5.660461746431892e-55,1.0801605184481408e-08,0.00011556453158777005,0.00011556453158777005,mc,500,0.5997243164367825,0.07381154843691284,0.3186423038103592,0.6092708303986194,0.7114877374353284,0.39284543362496926,mc,500,0.9989655494337617,0.005628464345658842,0.9894791523318729,0.9996680908968884,0.9999999999999998,0.010520847668126887,mc,500,True,confined,PSW,19
SCTXSUS1-02/EDTRVFPS1-25,SCTXSUS1/EDTRVFPS1,Modern,DM,2,2,16.1765,,,16.1765,,10.500438079833984,16.471975326538086,29.221116561889644,9.109634772856095,,,,delta,0.31230727912542167,,0.0007202069627280255,0.11705332274811005,0.46574458570143795,0.46502437873870994,mc,500,0.8439063781954508,,0.47521964964630015,0.8428640354904803,1.0,0.5247803503536999,mc,500,0.9646290159119224,,0.8226042619866649,0.96421323454622,1.0,0.17739573801333508,mc,500,True,unconfined,Domestic,8.1
